Date,Tweets,clean_tweets,sentiment
7/6/2013,Temenos 1 Infosys 0 - Temenos bags major deal from Santander\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Openbank - Retail Banker International https://t.co/JQPHkLFHDx,Temenos Infosys - Temenos bags major deal from Santander\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Openbank - Retail Banker International,0.515625
10/6/2013,India: Disclosure Of Infosys Whistleblower Investigations \xc3\xa2\xe2\x82\xac\xe2\x80\x9c What Does The Law Demand? - https://t.co/vPSnOmNgE8 #GoogleAlerts,India : Disclosure Of Infosys Whistleblower Investigations \xc3\xa2\xe2\x82\xac\xe2\x80\x9c What Does The Law Demand ? -,0.5
11/6/2013,#TEDx #Infosys #ship #dawn #iphonese @ Infosys Campus Trivandrum https://t.co/PxRBlHlzV0,Infosys Campus Trivandrum,0.5
12/6/2013,At @Infosys a new training program modeled on flight school  https://t.co/jaRIR9C7xy,At a new training program modeled on flight school,0.5681818181818181
6/13/2013,Drum roll! For our 2nd lucky draw winner - Cheryl Victor from Infosys Leadership Institute. Congrats Cheryl.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/I7ZHmrvKkN,Drum roll ! For our nd lucky draw winner - Cheryl Victor from Infosys Leadership Institute . Congrats Cheryl.\xc3\xa2\xe2\x82\xac\xc2\xa6,0.6666666666666666
6/14/2013,Krip Infosys Technology - WordPress Programmer : Jobs in Nepal https://t.co/bQkd4MkM9P,Krip Infosys Technology - WordPress Programmer : Jobs in Nepal,0.5
6/17/2013,@pivotaliQ: What now for @Infosys after the resignation of CEO @vsikka? @pivotaliQ's @A_J_Burgess has his fingers crossed\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/\xc3\xa2\xe2\x82\xac\xc2\xa6,: What now for after the resignation of CEO ? 's has his fingers crossed\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
6/18/2013,@malinibhupta: For all the bluster Vishal Sikka and gang have not been able to explain to regulators his resignation on 18 August befor\xc3\xa2\xe2\x82\xac\xc2\xa6,: For all the bluster Vishal Sikka and gang have not been able to explain to regulators his resignation on August befor\xc3\xa2\xe2\x82\xac\xc2\xa6,0.75
6/19/2013,For all the bluster Vishal Sikka and gang have not been able to explain to regulators his resignation on 18 August before buyback meet.,For all the bluster Vishal Sikka and gang have not been able to explain to regulators his resignation on August before buyback meet .,0.75
6/20/2013,@vikramadhiman @ldavidmarquet Vishal Sikka made this a compulsory training for every Infy employee...,Vishal Sikka made this a compulsory training for every Infy employee ...,0.5
6/21/2013,@Infosys: In this blog we explore how #AI models capitalize on #BigData to reinvent #logistics industry. https://t.co/7KEdDZ6lwG https:\xc3\xa2\xe2\x82\xac\xc2\xa6,: In this blog we explore how models capitalize on to reinvent industry . httpsxc3\xa2\xe2\x82\xac\xc2\xa6,0.5
6/24/2013,browsing Infosys BPO,browsing Infosys BPO,0.5
6/25/2013,@ActivistInsight: Infosys announces buybacks. Founders will tender shares https://t.co/sirqWV8jA2 $INFY,: Infosys announces buybacks . Founders will tender shares $ INFY,0.5
6/26/2013,@auglebjerg: @ranganathmd of @Infosys tells #EYReporting what it takes to be a CFO in the digital age. https://t.co/C7Kku3AHz5,: of tells what it takes to be a CFO in the digital age .,0.5
6/27/2013,@PeopleMatters2 @BajajAllianz @Alkem_Lab @ConcentrixIND @Infosys_BPO Congrats to all the winners...very well deserv\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/iErpsiDryb,Congrats to all the winners ... very well deserv\xc3\xa2\xe2\x82\xac\xc2\xa6,0.6
6/28/2013,@PuneCityPolice @harry_kul @Infosys I thinks thts not enough. There are atleast 100 + bikes and atleast 10 -15 four\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/QnulTEifly,I thinks thts not enough . There are atleast + bikes and atleast four\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
1/7/2013,@RHatewar @harry_kul @Infosys Sir we took action on 15 vehicles &amp; Charged them.\n\nRegards Api Raut hinjavadi.,Sir we took action on vehicles & amp ; Charged them.\n\nRegards Api Raut hinjavadi .,0.55
2/7/2013,@sarkar_swati which bjp guy? though largely funded by infosys guys,which bjp guy ? though largely funded by infosys guys,0.6071428571428571
3/7/2013,@Infosys: Why is it important for organizations to move from competition to 'Coopetition'? Read to find out https://t.co/sRs1G2z7OF @jos\xc3\xa2\xe2\x82\xac\xc2\xa6,: Why is it important for organizations to move from competition to 'Coopetition ' ? Read to find out \xc3\xa2\xe2\x82\xac\xc2\xa6,0.7
5/7/2013,@Infosys: Infosys rated highly among peers in energy operations by HfS at the latest  blueprint repofor Energy Operations https://t.\xc3\xa2\xe2\x82\xac\xc2\xa6,: Infosys rated highly among peers in energy operations by HfS at the latest blueprint repofor Energy Operations,0.665
8/7/2013,@ruribeir: At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs. https://t.co\xc3\xa2\xe2\x82\xac\xc2\xa6,: At Worldwide Bank and discuss where will take us in -5 yrs .,0.5
9/7/2013,@PuneCityPolice @CPPuneCity @Infosys @Infosys_nmurthy Infy says they charge Parking inside campus to motivate emplo\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/z2kme5yVse,Infy says they charge Parking inside campus to motivate emplo\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
10/7/2013,@PuneCityPolice @CPPuneCity @Infosys @Infosys_nmurthy Pune police you will take action against irrant infosys emplo\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/jiBh7Xh56R,Pune police you will take action against irrant infosys emplo\xc3\xa2\xe2\x82\xac\xc2\xa6,0.55
11/7/2013,At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/nL128NJSVO,At Worldwide Bank and discuss where will take us in -5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
12/7/2013,At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/3u72KzCvhC,At Worldwide Bank and discuss where will take us in -5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
7/15/2013,@TheBullBull any views on Infosys for retail investors to benefit from buyback? Buy at current levels and sell on buyback?,any views on Infosys for retail investors to benefit from buyback ? Buy at current levels and sell on buyback ?,0.5
7/16/2013,@NandanNilekani @kiranshaw @rajeev_mp @Infosys. This city needs all people to come together and be saved.,. This city needs all people to come together and be saved .,0.5
7/17/2013,Infosys shareholders clear Nilekani's appointment as Chairman - https://t.co/PpWu1ZewL6,Infosys shareholders clear Nilekani 's appointment as Chairman -,0.55
7/18/2013,@MhaskarChief: Overall headcount at Infosys Cognizant Tech Mahindra Wipro\xc3\x82\xc2\xa0is ~760000. Out of which minimum 58000 will fall for #Pi\xc3\xa2\xe2\x82\xac\xc2\xa6,: Overall headcount at Infosys Cognizant Tech Mahindra Wipro\xc3\x82\xc2\xa0is ~760000 . Out of which minimum will fall for \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
7/19/2013,At around 9pm also traffic in Hinjawadi??? queue of vehicles 4m Infosys ph1 towards shivaji chouk.@PuneCityPolice @RidlrPune,At around pm also traffic in Hinjawadi ? ? ? queue of vehicles m Infosys ph1 towards shivaji chouk .,0.5
7/22/2013,#COTradeMission and our founder @codycornell are in Bangalore today to talk with India-based @infosys &amp; @Wipro. https://t.co/vl2GCtKBK7,and our founder are in Bangalore today to talk with India-based & amp ; .,0.5
7/23/2013,Infosys rated highly among peers in energy operations by HfS at the latest  blueprint repofor Energy Operations\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/PFaSlb4RH2,Infosys rated highly among peers in energy operations by HfS at the latest blueprint repofor Energy Operations\xc3\xa2\xe2\x82\xac\xc2\xa6,0.665
7/24/2013,@likhith51325977: Even all the other MNCs like InfosysTCSWipro have sent doj long back.I wonder whats going in tech_mahindra\n #termina\xc3\xa2\xe2\x82\xac\xc2\xa6,: Even all the other MNCs like InfosysTCSWipro have sent doj long back.I wonder whats going in tech_mahindra\n \xc3\xa2\xe2\x82\xac\xc2\xa6,0.45625
7/25/2013,@sid_dharth: @Tata_Crucible The top 6 teams are AFMF Tata Motors Infogain Infosys Extentia Zensar #TCCQ17 with 1 mark separating ea\xc3\xa2\xe2\x82\xac\xc2\xa6,: The top teams are AFMF Tata Motors Infogain Infosys Extentia Zensar with mark separating ea\xc3\xa2\xe2\x82\xac\xc2\xa6,0.75
7/26/2013,@sid_dharth: @Tata_Crucible Infosys starts with a 100 points. #TCCQ17,: Infosys starts with a points .,0.5
7/29/2013,@sid_dharth: @Tata_Crucible Infosys gets their another 100 with Amex #TCCQ17,: Infosys gets their another with Amex,0.5
7/30/2013,@sid_dharth: @Tata_Crucible Both Infosys and Infogain are leading with 200 each at the end of round 1. #TCCQ17,: Both Infosys and Infogain are leading with each at the end of round .,0.4
7/31/2013,@sid_dharth: @Tata_Crucible Infosys gets another 200 with Adidas. #TCCQ17,: Infosys gets another with Adidas .,0.5
1/8/2013,@sid_dharth: @Tata_Crucible Looks like no one is going for what is a Khaki election. But then Infosys get it for 100. #TCCQ17,: Looks like no one is going for what is a Khaki election . But then Infosys get it for .,0.5
2/8/2013,@sid_dharth: @Tata_Crucible Infosys forgets their strategy and gets only 100 with Bitcoin. #TCCQ17,: Infosys forgets their strategy and gets only with Bitcoin .,0.5
5/8/2013,@sid_dharth: @Tata_Crucible Infogain leading with 700 with Infosys close second with 600 after round 2. #TCCQ17,: Infogain leading with with Infosys close second with after round .,0.45
6/8/2013,@sid_dharth: @Tata_Crucible Wow. Infosys gets 100 with FedEx at the final answer. And they gets a bonus question. Tied at 700 with Infog\xc3\xa2\xe2\x82\xac\xc2\xa6,: Wow . Infosys gets with FedEx at the final answer . And they gets a bonus question . Tied at with Infog\xc3\xa2\xe2\x82\xac\xc2\xa6,0.525
7/8/2013,@sid_dharth: @Tata_Crucible Infosys comes close second. #TCCQ17,: Infosys comes close second .,0.5
8/8/2013,@sid_dharth: @Tata_Crucible Infosys would have won in 19 other cities with what they scored here in Pune. Brilliant competition! #TCCQ17,: Infosys would have won in other cities with what they scored here in Pune . Brilliant competition !,0.71875
9/8/2013,@Infosys: We are glad to host the @ATPWorldTour team at Infosys. Our partnership is reinventing #tennis for fans &amp; players https://t.co/\xc3\xa2\xe2\x82\xac\xc2\xa6,: We are glad to host the team at Infosys . Our partnership is reinventing for fans & amp ; players,0.75
12/8/2013,@Tata_Crucible Infosys would have won in 19 other cities with what they scored here in Pune. Brilliant competition! #TCCQ17,Infosys would have won in other cities with what they scored here in Pune . Brilliant competition !,0.71875
8/13/2013,@TVMohandasPai Probably nobody can believe that a person associated with Infosys can hold such views.,Probably nobody can believe that a person associated with Infosys can hold such views .,0.5
8/14/2013,@Tata_Crucible Infosys comes close second. #TCCQ17,Infosys comes close second .,0.5
8/15/2013,@Tata_Crucible Wow. Infosys gets 100 with FedEx at the final answer. And they gets a bonus question. Tied at 700 with Infogain. #TCCQ17,Wow . Infosys gets with FedEx at the final answer . And they gets a bonus question . Tied at with Infogain .,0.525
8/16/2013,@TheJaggi @TVMohandasPai @arunjaitley @PMOIndia @narendramodi Seriously I feel surprised @TVMohandasPai was Infosys\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/hlyRpU4lwZ,Seriously I feel surprised was Infosys\xc3\xa2\xe2\x82\xac\xc2\xa6,0.44166666666666665
8/19/2013,@InfosysPS: Are you ready for the #AutonomousVehicles era? https://t.co/Jpg58GtZ1a,: Are you ready for the era ?,0.6
8/20/2013,@Tata_Crucible Infogain leading with 700 with Infosys close second with 600 after round 2. #TCCQ17,Infogain leading with with Infosys close second with after round .,0.45
8/21/2013,@Tata_Crucible Infosys forgets their strategy and gets only 100 with Bitcoin. #TCCQ17,Infosys forgets their strategy and gets only with Bitcoin .,0.5
8/22/2013,@Tata_Crucible Looks like no one is going for what is a Khaki election. But then Infosys get it for 100. #TCCQ17,Looks like no one is going for what is a Khaki election . But then Infosys get it for .,0.5
8/23/2013,@Tata_Crucible Infosys gets another 200 with Adidas. #TCCQ17,Infosys gets another with Adidas .,0.5
8/26/2013,@nanjappa_bs: Infosys Treats Its New Recruits Like Fighter Pilots - NDTV https://t.co/0rMcT63TJJ newer ways of education @Infosys ! #BeM\xc3\xa2\xe2\x82\xac\xc2\xa6,: Infosys Treats Its New Recruits Like Fighter Pilots - NDTV newer ways of education ! \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5852272727272727
8/27/2013,"@Kannadiga1956: Infosys started this trend of ""cosmopolitan"" trend. https://t.co/YaYEdcIVSx",: Infosys started this trend of `` cosmopolitan '' trend .,0.5
8/28/2013,@Tata_Crucible Both Infosys and Infogain are leading with 200 each at the end of round 1. #TCCQ17,Both Infosys and Infogain are leading with each at the end of round .,0.4
8/29/2013,@Tata_Crucible Infosys gets their another 100 with Amex #TCCQ17,Infosys gets their another with Amex,0.5
8/30/2013,@darshanvmehta1 Looks positive for entire IT pack after very good results from Accenture TCS! Infosys looks set to\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/MAV2GKCg9T,Looks positive for entire IT pack after very good results from Accenture TCS ! Infosys looks set to\xc3\xa2\xe2\x82\xac\xc2\xa6,0.7045454545454546
3/9/2013,@Tata_Crucible Infosys starts with a 100 points. #TCCQ17,Infosys starts with a points .,0.5
4/9/2013,@Tata_Crucible The top 6 teams are AFMF Tata Motors Infogain Infosys Extentia Zensar #TCCQ17 with 1 mark separating each of them.,The top teams are AFMF Tata Motors Infogain Infosys Extentia Zensar with mark separating each of them .,0.75
5/9/2013,"Infosys started this trend of ""cosmopolitan"" trend. https://t.co/YaYEdcIVSx",Infosys started this trend of `` cosmopolitan '' trend .,0.5
6/9/2013,"@SCINTLE: In 2013 Infosys paid a record $34 million in a settlement with the fed gov over ""systemic visa fraud and abuse of immigration\xc3\xa2\xe2\x82\xac\xc2\xa6",: In Infosys paid a record $ 34 million in a settlement with the fed gov over `` systemic visa fraud and abuse of immigration\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
9/9/2013,@mastrji_kaLadka: @likhith51325977 @Girisekaran11 @tech_mahindra if v blv u den wt abt @Capgemini @TCS @Infosys don't dey need 'business\xc3\xa2\xe2\x82\xac\xc2\xa6,: if v blv u den wt abt do n't dey need 'business\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
10/9/2013,@EmersonComResIN: Congratulations! @Infosys #EmersonCup2017 #EmersonIndia https://t.co/Qz5KEjmBuB,: Congratulations !,0.5
11/9/2013,@SrivatsaKrishna Uncanny Parallels between\nNarayana Murthy vs Vishal Sikka\nYashwant Sinha &amp; Arun Shourie vs Arun Ja\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/aO0qGCj85a,Uncanny Parallels between\nNarayana Murthy vs Vishal Sikka\nYashwant Sinha & amp ; Arun Shourie vs Arun Ja\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
12/9/2013,Learn: SAP HANA in Practice and Summary by Dr. Vishal Sikka\nhttps://t.co/QLSL9u7uM4\n\nSee more Videos:\n https://t.co/WwpRCCDA8g,Learn : SAP HANA in Practice and Summary by Dr. Vishal Sikka\n more Videosn,0.75
9/13/2013,No wonder Vishal Sikka wanted a private jet for corporate travel. Fighter or non-fighter Pilots do need planes ?? \nhttps://t.co/xotaajfDLY,No wonder Vishal Sikka wanted a private jet for corporate travel . Fighter or non-fighter Pilots do need planes ? ? \n,0.5
9/16/2013,Wonder if Mr. Nilekani accepted such out of thin air numbers from his employees during Infosys days. Please share d\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/QLEgnLproJ,Wonder if Mr. Nilekani accepted such out of thin air numbers from his employees during Infosys days . Please share d\xc3\xa2\xe2\x82\xac\xc2\xa6,0.4
9/17/2013,@Infosys: By 2020 financial sector will be staring at 300 Mn+ pages of regulations. Luckily #AI is simplifying #RegTech https://t.co/Q\xc3\xa2\xe2\x82\xac\xc2\xa6,: By financial sector will be staring at Mn+ pages of regulations . Luckily is simplifying,0.5833333333333334
9/18/2013,It's time to change the Bio on Twitter  Facebook  Linkedin and https://t.co/Qw4k6Wr4w8 #TestAnalyst #Rolechange #Promotion #Infosys,It 's time to change the Bio on Twitter Facebook Linkedin and,0.5
9/19/2013,@InfosysAusNZ: Examine the potential impact of #Blockchain trust based technology on your industry @PSNANZ  https://t.co/977ClEdcxX,: Examine the potential impact of trust based technology on your industry,0.5
9/20/2013,GID 21030: #IFRS / #Ind-AS Update Course 2017 (One Day:1 November 2017@ #Bangalore. #ICAI #Infosys #Accountants https://t.co/dYkxs3cTLW,GID : / -AS Update Course ( One Day:1 November .,0.375
9/23/2013,@EconomicTimes A Guy who quit Infosys joined UPA government invented #AadharCard is showcasing its benefits while\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/94gx1PoUXD,A Guy who quit Infosys joined UPA government invented is showcasing its benefits while\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
9/24/2013,@Infosys_BPO: At Infosys BPO we ignite minds on the floor &amp; create thinkers &amp; designers not just doers. - Anantha R. CEO &amp; MD @Infosy\xc3\xa2\xe2\x82\xac\xc2\xa6,: At Infosys BPO we ignite minds on the floor & amp ; create thinkers & amp ; designers not just doers . - Anantha R. CEO & amp ; MD \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
9/25/2013,@arifmunnaRaza2 @htTweets @narendramodi Yeah infosys WiproTata all are founded by Nehru by himself! Then Rajiv fo\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/adl3anISPe,Yeah infosys WiproTata all are founded by Nehru by himself ! Then Rajiv fo\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
9/26/2013,Happy weekend (@ Infosys in Mysore Karnataka https://t.co/J1VeH7tJth,Happy weekend ( Infosys in Mysore Karnataka,0.9
9/27/2013,@aajtak @NandanNilekani What is the preperation of Infosys on Cyber crime@ Bank.Accounts.linked.with.\nAadhar...??,What is the preperation of Infosys on Cyber crime Bank.Accounts.linked.with.\nAadhar ... ? ?,0.5
9/30/2013,@Infosys_BPO: Anantha Radhakrishnan CEO &amp; MD Infosys BPO spoke about enterprises cutting through silos and rethinking the core at the\xc3\xa2\xe2\x82\xac\xc2\xa6,: Anantha Radhakrishnan CEO & amp ; MD Infosys BPO spoke about enterprises cutting through silos and rethinking the core at the\xc3\xa2\xe2\x82\xac\xc2\xa6,0.2
1/10/2013,@koti_deva: (1/2Openings with Infosys USA for eligible visa/ead folks on various technologies . If any intersted let me know . for n\xc3\xa2\xe2\x82\xac\xc2\xa6,: ( 1/2Openings with Infosys USA for eligible visa/ead folks on various technologies . If any intersted let me know . for n\xc3\xa2\xe2\x82\xac\xc2\xa6,0.3125
2/10/2013,#india for at least the next 75 years.\n\n#gst #aadhaar #jeandreze #equifax #infosys #imf #worldbank #china #asean #brexit #eu #un #ssn #icc,for at least the next years.\n\n,0.425
3/10/2013,alive &amp; needing 1 square meal a day. there is karma. 1 day he &amp; his wofe&amp;kids &amp; #infosys &amp; #bjp will deeply &amp; enormously regret fucking,alive & amp ; needing square meal a day . there is karma . day he & amp ; his wofe & amp ; kids & amp ; & amp ; will deeply & amp ; enormously regret fucking,0.4375
4/10/2013,I just finished Course 1 - check it out! Thanks @infosys for supporting @codeorg https://t.co/vqQXZBOduu,I just finished Course - check it out ! Thanks for supporting,0.6125
7/10/2013,the arrogant cunt 4m #infosys is claiming that the antinational enemy army aiding disaster called #aadhaar that\n\n1/\n\n#bjp #un #eu #brexit,the arrogant cunt m is claiming that the antinational enemy army aiding disaster called that\n\n1/\n\n,0.5
8/10/2013,"Principal - Business Consulting - CAN: Infosys Technologies (Canada Ltd. (Toronto ON: ""Public Service.. #eluta https://t.co/i8tyJVbVTb",Principal - Business Consulting - CAN : Infosys Technologies ( Canada Ltd. ( Toronto ON : `` Public Service..,0.5
9/10/2013,@EconomicTimes That's really great and now look forward to your magic again for Infosys.,That 's really great and now look forward to your magic again for Infosys .,0.825
10/10/2013,@EntrepreneurIND: Guess What These #Global #Giants Have in Common in 2017?\nhttps://t.co/PcS9LxuQFz\n#Corporate\n @facebook @Infosys @Pepsi\xc3\xa2\xe2\x82\xac\xc2\xa6,: Guess What These Have in Common in ? \n \xc3\xa2\xe2\x82\xac\xc2\xa6,0.35
11/10/2013,Infosys Trivandrum DC just celebrated the milestone years of service of Infoscions. Catch a glimpse here -\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/nWWZLIdf6P,Infosys Trivandrum DC just celebrated the milestone years of service of Infoscions . Catch a glimpse here -\xc3\xa2\xe2\x82\xac\xc2\xa6,0.675
10/14/2013,Nine Masts Capital LTD Stake in Infosys LTD $INFY Has Decreased by $30.41 Million as Valuation Rose ...,Nine Masts Capital LTD Stake in Infosys LTD $ INFY Has Decreased by $ 30.41 Million as Valuation Rose ...,0.55
10/15/2013,#IDBI uses #Finacle by infosys  just got an error while payment :,uses by infosys just got an error while payment :,0.5
10/16/2013,@InfosysEvents: .@dennisgada will be at #Sibos to discuss how #banks use #digital solutions to address challenges. https://t.co/kXTVeBEo\xc3\xa2\xe2\x82\xac\xc2\xa6,: . will be at to discuss how use solutions to address challenges .,0.5
10/17/2013,@dasbk82: @livemint You better enjoy you post retirement appointment in Infosys rather than spreading lies.,: You better enjoy you post retirement appointment in Infosys rather than spreading lies .,0.725
10/18/2013,@Infosys treats its recruits like fighter pilots https://t.co/nnVoX9bJx9,treats its recruits like fighter pilots,0.5
10/21/2013,@AsiaScotlandIns: Narayana Murthy (Co-Founder of @infosys - #India's $42 Billion Dollar Business \nhttps://t.co/m7F48ZSfdA,: Narayana Murthy ( Co-Founder of - 's $ 42 Billion Dollar Business \n,0.5
10/22/2013,Narayana Murthy (Co-Founder of @infosys - #India's $42 Billion Dollar Business \nhttps://t.co/m7F48ZSfdA,Narayana Murthy ( Co-Founder of - 's $ 42 Billion Dollar Business \n,0.5
10/23/2013,@anilsinghviCNBC\nPlease guide if I buy Infosys 50 shares now  how much I can sell at buy back offer?,\nPlease guide if I buy Infosys shares now how much I can sell at buy back offer ?,0.55
10/24/2013,@ranganathmd of @Infosys tells #EYReporting what it takes to be a CFO in the digital age. https://t.co/ocftNlGuOR,of tells what it takes to be a CFO in the digital age .,0.5
10/25/2013,#EYReporting meets @ranganathmd of @Infosys and finds out what makes him a truly 360-degree CFO. https://t.co/5kpViq42GZ,meets of and finds out what makes him a truly -degree CFO .,0.5
10/28/2013,Mahindra world city At Infosys https://t.co/DNVhkuTyUd,Mahindra world city At Infosys,0.5
10/29/2013,@TimesNow Kindly do not show corrupt BBMP buildings in the weather bulletein. Show iconic MG rd r Infosys r Wipro or ITPL r Cisco campus!,Kindly do not show corrupt BBMP buildings in the weather bulletein . Show iconic MG rd r Infosys r Wipro or ITPL r Cisco campus !,0.4708333333333333
10/30/2013,@livemint You better enjoy you post retirement appointment in Infosys rather than spreading lies.,You better enjoy you post retirement appointment in Infosys rather than spreading lies .,0.725
10/31/2013,@timesofindia @NandanNilekani In return what did you get @Infosys Carrots @WichitaeagleIN,In return what did you get Carrots,0.5
1/11/2013,@RMSRIV: -Indian economy upsurged with I-T Boom led by Infosys &amp;wipro-this huge retrenchment is bad omen for economy https://t.co/aCyYRv\xc3\xa2\xe2\x82\xac\xc2\xa6,: -Indian economy upsurged with I-T Boom led by Infosys & amp ; wipro-this huge retrenchment is bad omen for economy,0.42500000000000004
4/11/2013,@webtelelectro: Infosys to deploy more resources to handle the last-minute rush for filing of final GST returns for July \nRead:https://t\xc3\xa2\xe2\x82\xac\xc2\xa6,: Infosys to deploy more resources to handle the last-minute rush for filing of final GST returns for July \nRead :,0.625
5/11/2013,Infosys Consulting: Understanding the \xc3\xa2\xe2\x82\xac\xcb\x9cpulse\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 of HR - https://t.co/dp82Nn7mc9,Infosys Consulting : Understanding the \xc3\xa2\xe2\x82\xac\xcb\x9cpulse\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 of HR -,0.5
6/11/2013,@SachinGo: #nasscomBPM panel - Anantha Radhakrishnan of  @Infosys_BPO : The core is shifting dramatically and throwing more opps our way\xc3\xa2\xe2\x82\xac\xc2\xa6,: panel - Anantha Radhakrishnan of : The core is shifting dramatically and throwing more opps our way\xc3\xa2\xe2\x82\xac\xc2\xa6,0.75
7/11/2013,At Infosys BPO we ignite minds on the floor &amp; create thinkers &amp; designers not just doers. - Anantha R. CEO &amp; MD\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/bm0fccP05G,At Infosys BPO we ignite minds on the floor & amp ; create thinkers & amp ; designers not just doers . - Anantha R. CEO & amp ; MD\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
8/11/2013,Anantha Radhakrishnan CEO &amp; MD Infosys BPO spoke about enterprises cutting through silos and rethinking the core\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/KmITrTLN2h,Anantha Radhakrishnan CEO & amp ; MD Infosys BPO spoke about enterprises cutting through silos and rethinking the core\xc3\xa2\xe2\x82\xac\xc2\xa6,0.2
11/11/2013,@ranganathmd of @Infosys tells #EYReporting what it takes to be a CFO in the digital age. https://t.co/kYWZ6vzR8S,of tells what it takes to be a CFO in the digital age .,0.5
12/11/2013,@ranganathmd of @Infosys tells #EYReporting what it takes to be a CFO in the digital age. https://t.co/IF2fRbv05d,of tells what it takes to be a CFO in the digital age .,0.5
11/13/2013,@ZeeBusiness: Sanjiv Bhasin To @ZeeBusiness  : Market looking good for long term. TCS Infosys Tata SteelTata Global and Tata Motor am\xc3\xa2\xe2\x82\xac\xc2\xa6,: Sanjiv Bhasin To : Market looking good for long term . TCS Infosys Tata SteelTata Global and Tata Motor am\xc3\xa2\xe2\x82\xac\xc2\xa6,0.6083333333333333
11/14/2013,@askGSTech  @Infosys  @NandanNilekani @PMOIndia  This is how Employee Reacted to Customer when we face Problem is\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/aRMW8gVTdG,This is how Employee Reacted to Customer when we face Problem is\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
11/15/2013,@KeshavKarn11: Modi has saved Rs 585000000000 from going in2 the hands of the frauds! Reveals Infosys\xc3\x82\xc2\xa0co-founder &amp; Congress leader.\nhttp\xc3\xa2\xe2\x82\xac\xc2\xa6,: Modi has saved Rs from going in2 the hands of the frauds ! Reveals Infosys\xc3\x82\xc2\xa0co-founder & amp ; Congress leader.\nhttp\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
11/18/2013,#infosys buyback date 01-11 can expect a upward movement tomorrow,buyback date -11 can expect a upward movement tomorrow,0.5
11/19/2013,@Infosys: A cloud-native microservices based #ecommerce platform enables you to stay ahead of the competition &amp; customer needs https://t\xc3\xa2\xe2\x82\xac\xc2\xa6,: A cloud-native microservices based platform enables you to stay ahead of the competition & amp ; customer needs,0.5
11/20/2013,@Infosys: Here's how @CloudNativeFdn can enable wider and faster adoption of the #cloud for your enterprise seamlessly https://t.co/bMMn\xc3\xa2\xe2\x82\xac\xc2\xa6,: Here 's how can enable wider and faster adoption of the for your enterprise seamlessly,0.55
11/21/2013,@NetWorkWriter: @Infosys @CloudNativeFdn WE WILL TAKE INFOSYS WITH US,: WE WILL TAKE INFOSYS WITH US,0.5
11/22/2013,@Infosys @CloudNativeFdn WE WILL TAKE INFOSYS WITH US,WE WILL TAKE INFOSYS WITH US,0.5
